"222","Reggie","Lewis","66","232","2016","../img/players/69.png","4","3.09","15","LA","TN","94048","9525272995","Reggie.Lewis@TN.zcruit.com","734 Main Ave","?","Reggie Lewis","Purvis Lewis","?","0","0","1","0","0","0","3.7","6.4","6","61"
"223","Richard","Hamilton","74","265","2016","../img/players/70.png","8","3.23","12","Portland","IN","83517","7266094399","Richard.Hamilton@IN.zcruit.com","306 Main St","Medium","Richard Hamilton","Peja Hamilton","?","0","0","0","2","2","0","5.4","5.4","5","0"
"224","Michael","Redd","77","295","2016","../img/players/71.png","9","3.69","4","Portland","CA","85965","6730516346","Michael.Redd@CA.zcruit.com","273 3rd St","?","Michael Redd","Purvis Redd","?","0","0","0","1","0","0","5.7","6.2","4","0"
"225","Peja","Stojakovic","79","242","2016","../img/players/72.png","8","3.97","10","Portland","TX","87888","1965410379","Peja.Stojakovic@TX.zcruit.com","552 4th St","?","Peja Stojakovic","Jason Stojakovic","?","0","0","0","0","0","0","4.3","6.7","6","120"
"226","Latrell","Sprewell","70","237","2016","../img/players/73.png","8","3.97","6","Evanston","CA","49981","9436286227","Latrell.Sprewell@CA.zcruit.com","463 Main St","?","Latrell Sprewell","Mickey Sprewell","?","0","0","0","0","0","0","4.1","6.5","6","78"
"227","Derek","Harper","65","221","2017","../img/players/74.png","6","2.75","14","Seattle","OH","94484","1579671131","Derek.Harper@OH.zcruit.com","805 2nd Ave","?","Derek Harper","Mickey Harper","?","0","0","0","0","0","0","1.4","2.4","1","0"
"228","Steve","Francis","67","298","2017","../img/players/75.png","5","3","18","Portland","IN","75048","3471120137","Steve.Francis@IN.zcruit.com","155 Sheridan St","High","Steve Francis","Steve Francis","Advanced","0","0","0","8","0","1","5.5","8.0","6","105"
"229","Mickey","Johnson","76","298","2017","../img/players/76.png","1","3.3","6","Portland","GA","86627","9133980581","Mickey.Johnson@GA.zcruit.com","367 3rd Ave","?","Mickey Johnson","Austin Johnson","?","0","0","0","1","1","0","4.4","6.7","6","61"
"230","Jason","Richardson","66","292","2017","../img/players/77.png","5","3.97","1","Boston","MA","94888","9568754457","Jason.Richardson@MA.zcruit.com","756 4th St","High","Jason Richardson","Jason Richardson","?","0","0","0","2","1","1","6.6","6.7","5","0"
"231","Purvis","Short","70","231","2017","../img/players/1.png","9","3.86","10","LA","OH","87979","6848132805","Purvis.Short@OH.zcruit.com","123 3rd Ave","Medium","Purvis Short","Antawn Short","Bachelors","0","0","0","5","1","1","7.9","7.9","0","77"
"232","Orlando","Woolridge","71","260","2017","../img/players/2.png","9","3.45","14","DC","GA","91933","3576061342","Orlando.Woolridge@GA.zcruit.com","266 Main St","Medium","Orlando Woolridge","Austin Woolridge","?","0","0","0","0","0","0","6.8","8.6","2","0"
"233","Austin","Carr","78","220","2017","../img/players/3.png","4","2.73","14","LA","IL","15916","6018689368","Austin.Carr@IL.zcruit.com","747 3rd St","?","Austin Carr","Antawn Carr","Bachelors","0","0","0","1","0","1","0.9","4.8","6","0"
"234","Max","Zaslofsky","68","294","2017","../img/players/4.png","7","3.05","1","Miami","PA","36579","8289548752","Max.Zaslofsky@PA.zcruit.com","851 2nd Ave","?","Max Zaslofsky","Zaslofsky","Bachelors","0","0","1","0","0","0","4.5","6.5","3","0"
"235","Bill","Laimbeer","70","200","2017","../img/players/5.png","11","3.44","4","DC","TX","86135","2010228726","Bill.Laimbeer@TX.zcruit.com","957 Sheridan St","Medium","Bill Laimbeer","Antoine Laimbeer","?","0","0","0","1","1","0","6.1","6.1","2","0"
"236","Antawn","Jamison","69","274","2017","../img/players/6.png","5","3.56","14","San Francisco","OH","75801","8911177547","Antawn.Jamison@OH.zcruit.com","325 4th Ave","?","Antawn Jamison","Clark Jamison","?","0","0","0","0","0","0","4.4","4.9","6","23"
"237","Clark","Kellogg","69","169","2017","../img/players/7.png","7","3.66","20","DC","CO","22060","8315753068","Clark.Kellogg@CO.zcruit.com","512 4th Ave","High","Clark Kellogg","Kellogg","Bachelors","0","0","0","0","0","0","5.3","5.7","5","0"
"238","Antoine","Walker","75","223","2017","../img/players/8.png","8","3.58","13","NYC","NC","24939","8435538462","Antoine.Walker@NC.zcruit.com","677 1st Ave","Medium","Antoine Walker","Walker","Bachelors","1","0","0","0","0","0","4.5","5.3","6","75"
